shards in the file:	1
""
\	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
22	-	-	-	-	-	100.0%	26.0869565217%	7.60869565217%	2.4347826087%	0.842809364548%	0.312151616499%	0.122630992196%	0.0507438588398%	0.0219890054973%	0.00993051861166%	0.00465493059922%	0.0022569360481%	0.00112846802405%	0.000580354983798%	0.000306298463671%	0.00016556673712%	9.14974073556e-05%	5.1613922098e-05%	2.96780052064e-05%	1.73724908525e-05%	1.03407683646e-05%	6.2525576158e-06%	3.83679671879e-06%	2.38734018058e-06%	1.50506228776e-06%	9.60678056014e-07%	6.20437911176e-07%	4.05183941992e-07%	2.67421401715e-07%	1.78280934477e-07%	1.19996782821e-07%	8.15072487085e-08%	5.58475593002e-08%	3.85855864256e-08%	2.68721048321e-08%	1.88576174261e-08%	1.33303847322e-08%	9.48942641954e-09%	6.80075560067e-09%	4.90546305622e-09%	3.56041673435e-09%	2.59966936159e-09%	1.90913218742e-09%	1.40982069225e-09%	1.0466850594e-09%	7.81108253281e-10%	5.85831189961e-10%	4.41495969246e-10%	3.34275519572e-10%	2.54237719111e-10%	1.94209368765e-10%	1.48982529464e-10%	1.14756813236e-10%	8.87452689022e-11%	6.88943534899e-11%	5.36839118103e-11%	4.19835720568e-11%	3.29491325002e-11%	2.59474418439e-11%	2.05016824446e-11%	1.62513336451e-11%	1.29227472359e-11%	1.03074293429e-11%	8.24594347432e-12%	6.61593139218e-12%	5.32316318911e-12%	4.29482484576e-12%	3.47446504376e-12%	2.81817720216e-12%	2.29170453802e-12%	1.86823739513e-12%	1.52673163473e-12%	1.2506205944e-12%	1.02682533014e-12%	8.4499167793e-13%	6.96900352932e-13%	5.76009475382e-13%	4.77098757387e-13%
23	-	-	-	-	-	-	100.0%	29.1666666667%	9.33333333333%	3.23076923077%	1.19658119658%	0.470085470085%	0.194518125553%	0.0842911877395%	0.0380669880114%	0.0178439006303%	0.0086515881844%	0.0043257940922%	0.00222469410456%	0.00117414411074%	0.000634672492292%	0.00035074006153%	0.000197853368042%	0.000113765686624%	6.6594548268e-05%	3.96396120643e-05%	2.39681375272e-05%	1.47077207553e-05%	9.15147069221e-06%	5.7694054364e-06%	3.68259921472e-06%	2.37834532617e-06%	1.55320511097e-06%	1.02511537324e-06%	6.83410248827e-07%	4.5998766748e-07%	3.12444453382e-07%	2.14082310651e-07%	1.47911414632e-07%	1.0300973519e-07%	7.22875334666e-08%	5.10998081401e-08%	3.63761346082e-08%	2.60695631359e-08%	1.88042750489e-08%	1.36482641484e-08%	9.96539921944e-09%	7.31834005177e-09%	5.40431265362e-09%	4.01229272769e-09%	2.99424830424e-09%	2.24568622818e-09%	1.69240121544e-09%	1.28138949169e-09%	9.74577923258e-10%	7.44469246934e-10%	5.71099696278e-10%	4.39901117403e-10%	3.40190197458e-10%	2.64095021711e-10%	2.05788328606e-10%	1.60937026218e-10%	1.26305007918e-10%	9.94651937351e-11%	7.85897827043e-11%	6.22967789729e-11%	4.95371977375e-11%	3.95118124811e-11%	3.16094499849e-11%	2.53610703367e-11%	2.04054588916e-11%	1.64634952421e-11%	1.33187826678e-11%	1.08030126083e-11%	8.78486739575e-12%	7.16157668132e-12%	5.85247126646e-12%	4.79404561188e-12%	3.93616376555e-12%	3.2391347654e-12%	2.67145135291e-12%	2.2080363223e-12%	1.82887856999e-12%
24	-	-	-	-	-	-	-	100.0%	32.0%	11.0769230769%	4.10256410256%	1.61172161172%	0.666919287609%	0.288998357964%	0.130515387468%	0.0611790878754%	0.0296625880608%	0.0148312940304%	0.00762752264421%	0.00402563695111%	0.00217601997357%	0.00120253735382%	0.000678354404717%	0.000390053782712%	0.00022832416549%	0.000135907241363%	8.21764715219e-05%	5.04264711612e-05%	3.13764709447e-05%	1.97808186391e-05%	1.26260544505e-05%	8.1543268326e-06%	5.32527466618e-06%	3.51468127968e-06%	2.34312085312e-06%	1.57710057422e-06%	1.07123812588e-06%	7.3399649366e-07%	5.07124850165e-07%	3.53176234937e-07%	2.47842971885e-07%	1.75199342195e-07%	1.247181758e-07%	8.93813593231e-08%	6.44718001675e-08%	4.67940485087e-08%	3.41670830381e-08%	2.50914516061e-08%	1.85290719553e-08%	1.37564322092e-08%	1.0265994186e-08%	7.69949563948e-09%	5.80251845294e-09%	4.39333540009e-09%	3.3414100226e-09%	2.55246598949e-09%	1.95805610152e-09%	1.50823240253e-09%	1.16636639129e-09%	9.05468645867e-10%	7.05559983792e-10%	5.51784089889e-10%	4.33045741432e-10%	3.41023521378e-10%	2.69450683558e-10%	2.13588956479e-10%	1.69841820814e-10%	1.35469071364e-10%	1.08375257091e-10%	8.69522411544e-11%	6.99615733426e-11%	5.64462694014e-11%	4.5664397718e-11%	3.70389003713e-11%	3.01195453569e-11%	2.45539771931e-11%	2.00656157707e-11%	1.64367278122e-11%	1.34954186247e-11%	1.11056049099e-11%	9.15926178139e-12%	7.57041024788e-12%	6.27044081138e-12%
25	-	-	-	-	-	-	-	-	100.0%	34.6153846154%	12.8205128205%	5.03663003663%	2.08412277378%	0.903119868637%	0.407860585836%	0.191184649611%	0.09269558769%	0.046347793845%	0.0238360082631%	0.0125801154722%	0.00680006241742%	0.00375792923068%	0.00211985751474%	0.00121891807098%	0.000713513017157%	0.00042471012926%	0.000256801473506%	0.000157582722379%	9.80514717023e-05%	6.18150582471e-05%	3.94564201577e-05%	2.54822713519e-05%	1.66414833318e-05%	1.0983378999e-05%	7.322252666e-06%	4.92843929443e-06%	3.34761914338e-06%	2.29373904269e-06%	1.58476515677e-06%	1.10367573418e-06%	7.74509287142e-07%	5.47497944359e-07%	3.89744299374e-07%	2.79316747885e-07%	2.01474375523e-07%	1.4623140159e-07%	1.06772134494e-07%	7.8410786269e-08%	5.79033498602e-08%	4.29888506538e-08%	3.20812318312e-08%	2.40609238734e-08%	1.81328701654e-08%	1.37291731253e-08%	1.04419063206e-08%	7.97645621715e-09%	6.11892531726e-09%	4.71322625789e-09%	3.64489497277e-09%	2.82958951833e-09%	2.20487494935e-09%	1.7243252809e-09%	1.35326794197e-09%	1.0656985043e-09%	8.42033386117e-10%	6.67465488995e-10%	5.30755690045e-10%	4.23340848012e-10%	3.38672678409e-10%	2.71725753608e-10%	2.18629916696e-10%	1.7639459188e-10%	1.42701242869e-10%	1.1574656366e-10%	9.41235792402e-11%	7.67311787284e-11%	6.27050492834e-11%	5.1364774413e-11%	4.21731832023e-11%	3.47050153435e-11%	2.86226930668e-11%	2.36575320246e-11%	1.95951275356e-11%
26	-	-	-	-	-	-	-	-	-	100.0%	37.037037037%	14.5502645503%	6.02079912425%	2.60901295384%	1.17826391464%	0.552311209986%	0.267787253327%	0.133893626663%	0.0688595794269%	0.0363425558086%	0.0196446247614%	0.0108562399997%	0.00612403282036%	0.00352131887171%	0.00206125982734%	0.00122694037342%	0.000741870923462%	0.000455238975761%	0.00028325980714%	0.000178576834936%	0.000113985213789%	7.3615450572e-05%	4.80753962919e-05%	3.17297615527e-05%	2.11531743685e-05%	1.42377135172e-05%	9.67089974755e-06%	6.62635723443e-06%	4.57821045288e-06%	3.1883965654e-06%	2.23747127396e-06%	1.58166072815e-06%	1.12592797597e-06%	8.06915049445e-07%	5.82037084845e-07%	4.22446271259e-07%	3.08452832983e-07%	2.26520049222e-07%	1.67276344041e-07%	1.24190013e-07%	9.2679114179e-08%	6.95093356342e-08%	5.23838471446e-08%	3.96620556952e-08%	3.01655071485e-08%	2.30430957384e-08%	1.7676895361e-08%	1.36159869672e-08%	1.0529696588e-08%	8.17436971963e-09%	6.36963874257e-09%	4.98138414483e-09%	3.90944072126e-09%	3.07868456799e-09%	2.43254089323e-09%	1.92823363488e-09%	1.53329421568e-09%	1.22298467203e-09%	9.78387737627e-10%	7.84985510422e-10%	6.31597537121e-10%	5.09584376541e-10%	4.12248034954e-10%	3.34378961685e-10%	2.71912562249e-10%	2.2166784966e-10%	1.81147920152e-10%	1.48387126082e-10%	1.21833640362e-10%	1.00258933215e-10%	8.26877799709e-11%	6.83439814045e-11%	5.66081462138e-11%
27	-	-	-	-	-	-	-	-	-	-	100.0%	39.2857142857%	16.2561576355%	7.04433497537%	3.18131256952%	1.49124026696%	0.723025583982%	0.361512791991%	0.185920864453%	0.0981249006833%	0.0530404868558%	0.0293118479993%	0.016534888615%	0.00950756095361%	0.00556540153382%	0.00331273900823%	0.00200305149335%	0.00122914523455%	0.000764801479278%	0.000482157454327%	0.00030776007723%	0.000198761716545%	0.000129803569988%	8.56703561922e-05%	5.71135707948e-05%	3.84418264965e-05%	2.61114293184e-05%	1.7891164533e-05%	1.23611682228e-05%	8.60867072658e-06%	6.0411724397e-06%	4.270483966e-06%	3.04000553512e-06%	2.1786706335e-06%	1.57150012908e-06%	1.1406049324e-06%	8.32822649053e-07%	6.11604132898e-07%	4.51646128909e-07%	3.35313035099e-07%	2.50233608283e-07%	1.87675206212e-07%	1.4143638729e-07%	1.07087550377e-07%	8.14468693009e-08%	6.22163584937e-08%	4.77276174746e-08%	3.67631648115e-08%	2.84301807876e-08%	2.2070798243e-08%	1.71980246049e-08%	1.3449737191e-08%	1.05554899474e-08%	8.31244833358e-09%	6.56786041172e-09%	5.20623081416e-09%	4.13989438235e-09%	3.30205861449e-09%	2.64164689159e-09%	2.11946087814e-09%	1.70531335023e-09%	1.37587781666e-09%	1.11306969438e-09%	9.0282319655e-10%	7.34163918074e-10%	5.98503194082e-10%	4.89099384411e-10%	4.00645240422e-10%	3.28950828978e-10%	2.7069911968e-10%	2.23257005921e-10%	1.84528749792e-10%	1.52841994777e-10%
28	-	-	-	-	-	-	-	-	-	-	-	100.0%	41.3793103448%	17.9310344828%	8.0978865406%	3.79588431591%	1.84042875923%	0.920214379614%	0.473253109516%	0.249772474467%	0.13501214836%	0.0746119767254%	0.0420888073836%	0.0242010642456%	0.0141664766315%	0.0084324265664%	0.00509867652852%	0.00312873332432%	0.0019467674018%	0.00122730988374%	0.000783389287495%	0.000505938914841%	0.000330409087243%	0.00021806999758%	0.000145379998387%	9.78519219911e-05%	6.64654564468e-05%	4.55411460839e-05%	3.14647918398e-05%	2.19129800313e-05%	1.53775298465e-05%	1.08703228225e-05%	7.73819590757e-06%	5.54570706709e-06%	4.00018214676e-06%	2.90335800974e-06%	2.11991219759e-06%	1.5568105201e-06%	1.14964469177e-06%	8.53524089344e-07%	6.3695827563e-07%	4.77718706722e-07%	3.60019894921e-07%	2.72586491869e-07%	2.07319303675e-07%	1.58368912529e-07%	1.21488480845e-07%	9.35789649749e-08%	7.23677329139e-08%	5.61802137095e-08%	4.37767899035e-08%	3.42356946681e-08%	2.68685198661e-08%	2.11589593946e-08%	1.67181901389e-08%	1.32522238906e-08%	1.05379129732e-08%	8.40524010962e-09%	6.72419208769e-09%	5.39499132617e-09%	4.34079761876e-09%	3.50223444241e-09%	2.83326831296e-09%	2.2980954094e-09%	1.86878088237e-09%	1.52346267584e-09%	1.24498025123e-09%	1.01982424835e-09%	8.37329382853e-10%	6.89052304639e-10%	5.68290560527e-10%	4.69709544925e-10%	3.89052350342e-10%
29	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	43.3333333333%	19.5698924731%	9.17338709677%	4.4477028348%	2.2238514174%	1.14369501466%	0.603616813294%	0.326279358537%	0.180312277086%	0.101714617844%	0.0584859052601%	0.0342356518596%	0.0203783642021%	0.0123218016106%	0.00756110553377%	0.00470468788768%	0.00296599888571%	0.00189319077811%	0.00122268571086%	0.000798488627503%	0.000527002494152%	0.000351334996102%	0.000236475478145%	0.00016062485308%	0.000110057769703%	7.60399136129e-05%	5.2956368409e-05%	3.71623637958e-05%	2.62699468211e-05%	1.870064011e-05%	1.34021254121e-05%	9.66710685466e-06%	7.01644852354e-06%	5.12312114417e-06%	3.76229209025e-06%	2.77830800511e-06%	2.06268321591e-06%	1.53931583277e-06%	1.15448687458e-06%	8.70048079393e-07%	6.58750688683e-07%	5.01021650548e-07%	3.82724871946e-07%	2.93597162041e-07%	2.26149165356e-07%	1.74888687875e-07%	1.35768849798e-07%	1.05793908933e-07%	8.27362621146e-08%	6.49322563431e-08%	5.11341518702e-08%	4.04022928357e-08%	3.20262077356e-08%	2.54666230187e-08%	2.03126635982e-08%	1.62501308786e-08%	1.30378957049e-08%	1.0490260912e-08%	8.46373323582e-09%	6.84706508965e-09%	5.55373057272e-09%	4.51622046573e-09%	3.68170146662e-09%	3.0087022738e-09%	2.46457526684e-09%	2.02354600856e-09%	1.66520973621e-09%	1.37336885461e-09%	1.13513140024e-09%	9.40209846661e-10%
30	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	45.1612903226%	21.1693548387%	10.2639296188%	5.13196480938%	2.63929618768%	1.39296187683%	0.752952365856%	0.416105254815%	0.234726041178%	0.134967473677%	0.0790053504452%	0.0470269943126%	0.0284349267937%	0.0174487050779%	0.0108569720485%	0.00684461281318%	0.00436890179565%	0.00282158240969%	0.00184266606347%	0.00121615960189%	0.000810773067927%	0.000545712641874%	0.000370672737876%	0.000253979468545%	0.000175476723722%	0.000122207004021%	8.57593010671e-05%	6.06229542026e-05%	4.31553233307e-05%	3.09279817203e-05%	2.23087081261e-05%	1.61918042851e-05%	1.18225872558e-05%	8.68221251597e-06%	6.41148001179e-06%	4.76003819057e-06%	3.5522673064e-06%	2.6642004798e-06%	2.00780326014e-06%	1.52019389696e-06%	1.15620380896e-06%	8.83211242953e-07%	6.77531912402e-07%	5.21882689283e-07%	4.03589279712e-07%	3.13312730303e-07%	2.44139789846e-07%	1.90929835649e-07%	1.49843668484e-07%	1.18001888931e-07%	9.32360603901e-08%	7.3906633236e-08%	5.87691300431e-08%	4.68753775344e-08%	3.75003020275e-08%	3.00874516267e-08%	2.42082944123e-08%	1.95316920827e-08%	1.58009194377e-08%	1.28163013217e-08%	1.04220472286e-08%	8.49623415375e-09%	6.94315909339e-09%	5.68748138501e-09%	4.66972155822e-09%	3.84279169895e-09%	3.1693127414e-09%	2.61953400055e-09%	2.16971503076e-09%
31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	46.875%	22.7272727273%	11.3636363636%	5.84415584416%	3.08441558442%	1.66725166725%	0.921375921376%	0.519750519751%	0.298856548857%	0.174940418843%	0.104131201692%	0.062963052186%	0.0386364183868%	0.0240404381074%	0.015155928372%	0.00967399683322%	0.00624778962145%	0.00408018914054%	0.00269292483276%	0.00179528322184%	0.00120836370701%	0.000820775348155%	0.000562383108921%	0.000388555602527%	0.000270601223189%	0.00018989559522%	0.000134236541449%	9.55582159465e-05%	6.8483388095e-05%	4.93978537079e-05%	3.5853280917e-05%	2.61785860664e-05%	1.92248991425e-05%	1.41968485975e-05%	1.05400845648e-05%	7.86573474988e-06%	5.89930106241e-06%	4.44585007602e-06%	3.36614362899e-06%	2.56016557698e-06%	1.95568203797e-06%	1.50024923461e-06%	1.15559738341e-06%	8.93661976505e-07%	6.93763902813e-07%	5.40595248945e-07%	4.22773207509e-07%	3.317966945e-07%	2.61289896919e-07%	2.06451276578e-07%	1.63650402166e-07%	1.30131645095e-07%	1.03795478826e-07%	8.30363830609e-08%	6.66222143163e-08%	5.36040804844e-08%	4.32487467545e-08%	3.49877501834e-08%	2.83789529265e-08%	2.30773902919e-08%	1.88130899119e-08%	1.53741379925e-08%	1.25937087811e-08%	1.03400977361e-08%	8.50903876196e-09%	7.01776392739e-09%	5.80039671549e-09%	4.80436899667e-09%
32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	48.4848484848%	24.2424242424%	12.4675324675%	6.58008658009%	3.5568035568%	1.9656019656%	1.1088011088%	0.637560637561%	0.373206226865%	0.22214656361%	0.134321177997%	0.0824243592253%	0.0512862679624%	0.0323326471937%	0.0206378599109%	0.0133286178591%	0.00870440349982%	0.00574490630988%	0.00382993753992%	0.00257784257495%	0.0017509874094%	0.00119975063236%	0.000828918618725%	0.000577282609469%	0.000405110603136%	0.000286371288424%	0.000203857527353%	0.000146097894603%	0.00010538208791%	7.64869992896e-05%	5.5847650275e-05%	4.10131181707e-05%	3.02866103414e-05%	2.24855137383e-05%	1.67802341331e-05%	1.25851755998e-05%	9.48448016217e-06%	7.1811064085e-06%	5.46168656421e-06%	4.172121681e-06%	3.20053170049e-06%	2.46527441795e-06%	1.90647888321e-06%	1.48002965934e-06%	1.15326986442e-06%	9.01916176018e-07%	7.07832948268e-07%	5.57418446761e-07%	4.40429390033e-07%	3.49120857953e-07%	2.77614176204e-07%	2.21430354829e-07%	1.77144283863e-07%	1.42127390541e-07%	1.143553717e-07%	9.22639930762e-08%	7.46405337245e-08%	6.05417662432e-08%	4.9231765956e-08%	4.0134591812e-08%	3.27981610507e-08%	2.6866578733e-08%	2.20588751702e-08%	1.81526160255e-08%	1.49712297118e-08%	1.23741796597e-08%	1.02493205262e-08%
33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	50.0%	25.7142857143%	13.5714285714%	7.33590733591%	4.05405405405%	2.2869022869%	1.31496881497%	0.769737842909%	0.458177287446%	0.277037429618%	0.170000240902%	0.105777927672%	0.066686084837%	0.0425655860661%	0.0274902743344%	0.0179528322184%	0.0118488692641%	0.00789924617609%	0.00531680031083%	0.00361141153188%	0.00247448567925%	0.00170964465112%	0.00119064538203%	0.000835540618968%	0.000590640782374%	0.000420456150165%	0.000301326907618%	0.000217350556315%	0.000157754436035%	0.000115185778692%	8.4589556227e-05%	6.24661338292e-05%	4.63763720853e-05%	3.46092328995e-05%	2.59569246746e-05%	1.95617403345e-05%	1.48110319675e-05%	1.12647285387e-05%	8.60500096706e-06%	6.60109663226e-06%	5.08462848701e-06%	3.93211269662e-06%	3.05256117238e-06%	2.37861909536e-06%	1.86020211304e-06%	1.4599054558e-06%	1.14967554644e-06%	9.08385616943e-07%	7.20061769528e-07%	5.7257923842e-07%	4.56700106835e-07%	3.65360085468e-07%	2.93137742992e-07%	2.35857954131e-07%	1.9029448572e-07%	1.53946100807e-07%	1.24867392877e-07%	1.01540517284e-07%	8.27775956122e-08%	6.7646207167e-08%	5.54123186368e-08%	4.54964300386e-08%	3.74397705526e-08%	3.08781612805e-08%	2.55217455482e-08%	2.11392235854e-08%
34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	51.4285714286%	27.1428571429%	14.6718146718%	8.10810810811%	4.5738045738%	2.62993762994%	1.53947568582%	0.916354574891%	0.554074859237%	0.340000481804%	0.211555855345%	0.133372169674%	0.0851311721323%	0.0549805486688%	0.0359056644368%	0.0236977385283%	0.0157984923522%	0.0106336006217%	0.00722282306376%	0.00494897135851%	0.00341928930224%	0.00238129076406%	0.00167108123794%	0.00118128156475%	0.000840912300329%	0.000602653815236%	0.000434701112629%	0.00031550887207%	0.000230371557384%	0.000169179112454%	0.000124932267658%	9.27527441706e-05%	6.92184657989e-05%	5.19138493492e-05%	3.9123480669e-05%	2.96220639351e-05%	2.25294570774e-05%	1.72100019341e-05%	1.32021932645e-05%	1.0169256974e-05%	7.86422539325e-06%	6.10512234476e-06%	4.75723819072e-06%	3.72040422608e-06%	2.9198109116e-06%	2.29935109289e-06%	1.81677123389e-06%	1.44012353906e-06%	1.14515847684e-06%	9.1340021367e-07%	7.30720170936e-07%	5.86275485984e-07%	4.71715908263e-07%	3.80588971439e-07%	3.07892201614e-07%	2.49734785753e-07%	2.03081034569e-07%	1.65555191224e-07%	1.35292414334e-07%	1.10824637274e-07%	9.09928600772e-08%	7.48795411052e-08%	6.1756322561e-08%	5.10434910964e-08%	4.22784471707e-08%
35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	52.7777777778%	28.5285285285%	15.7657657658%	8.89350889351%	5.11376761377%	2.99342494464%	1.78180056229%	1.07736778185%	0.661112047953%	0.411358607615%	0.259334774366%	0.165532834702%	0.106906622412%	0.0698165697381%	0.0460789360272%	0.0307192906848%	0.0206764456532%	0.0140443781795%	0.00962299986376%	0.00664861808769%	0.00463028759678%	0.00324932462932%	0.0022969363759%	0.00163510725064%	0.00117182686296%	0.000845252163446%	0.000613489473469%	0.000447944694914%	0.000328959385327%	0.00024292385378%	0.000180352558109%	0.000134591461276%	0.000100943595957%	7.60734346341e-05%	5.75984576515e-05%	4.38072776505e-05%	3.34638926497e-05%	2.56709313477e-05%	1.97735552273e-05%	1.52915493758e-05%	1.18710712259e-05%	9.25018537084e-06%	7.23411932848e-06%	5.6774101059e-06%	4.47096045839e-06%	3.53261073256e-06%	2.80024021483e-06%	2.2266970383e-06%	1.77605597103e-06%	1.42084477682e-06%	1.13998011163e-06%	9.17225377177e-07%	7.40034111132e-07%	5.98679280916e-07%	4.85595416743e-07%	3.94879789439e-07%	3.21912871825e-07%	2.63068583427e-07%	2.15492350254e-07%	1.76930561261e-07%	1.45599107705e-07%	1.20081738313e-07%	9.92512326874e-08%	8.22080917208e-08%
36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	54.0540540541%	29.8719772404%	16.8508589561%	9.68924389977%	5.67175252669%	3.37604317065%	2.04132842877%	1.25263335402%	0.779416309165%	0.49137115143%	0.313641160487%	0.202559916148%	0.132284026872%	0.0873074577357%	0.0582049718238%	0.0391764233429%	0.0266104007612%	0.0182330523734%	0.0125973816398%	0.00877317649917%	0.00615661508714%	0.00435208997539%	0.00309809794858%	0.00222030352982%	0.00160153041495%	0.00116240110763%	0.000848737316679%	0.000623291466936%	0.000460276775583%	0.000341720636418%	0.000255015400312%	0.000191261550234%	0.000144139139307%	0.000109133919761%	8.30032629167e-05%	6.34052702836e-05%	4.86396593956e-05%	3.74656835885e-05%	2.89734619751e-05%	2.2492556007e-05%	1.75266670184e-05%	1.37067524119e-05%	1.07571980954e-05%	8.47129350011e-06%	6.69336770379e-06%	5.30571830179e-06%	4.21900491467e-06%	3.36515868194e-06%	2.69212694555e-06%	2.15996231678e-06%	1.73790071465e-06%	1.40216989478e-06%	1.13433969016e-06%	9.2007552646e-07%	7.48193285253e-07%	6.09940178195e-07%	4.9844573702e-07%	4.08301295218e-07%	3.35236852916e-07%	2.75871993546e-07%	2.27523293646e-07%	1.88054967197e-07%	1.55762700103e-07%
37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	55.2631578947%	31.1740890688%	17.9251012146%	10.4927421744%	6.24567986571%	3.77645759322%	2.31737170493%	1.44192017196%	0.909036630146%	0.580236146902%	0.374735844874%	0.244725449714%	0.161518796811%	0.107679197874%	0.0724763831844%	0.0492292414083%	0.0337311468909%	0.0233051560337%	0.0162303765235%	0.0113897379112%	0.00805136645447%	0.00573148120488%	0.00410756153016%	0.00296283126766%	0.00215044204911%	0.00157016403586%	0.00115308921383%	0.000851512034829%	0.000632183177373%	0.000471778490577%	0.000353833867933%	0.000266657407717%	0.000201897751558%	0.000153556036396%	0.000117299750025%	8.99833698819e-05%	6.93115146388e-05%	5.3600904654e-05%	4.16112286129e-05%	3.24243339841e-05%	2.53574919619e-05%	1.99008164765e-05%	1.56718929752e-05%	1.2382730252e-05%	9.81557885831e-06%	7.80515909215e-06%	6.22554356159e-06%	4.98043484928e-06%	3.99593028605e-06%	3.21511632211e-06%	2.59401430534e-06%	2.09852842679e-06%	1.70213972395e-06%	1.38415757772e-06%	1.12838932966e-06%	9.22124613487e-07%	7.55357396154e-07%	6.20188177895e-07%	5.10363188059e-07%	4.20918093245e-07%	3.47901689315e-07%	2.8816099519e-07%
38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	56.4102564103%	32.4358974359%	18.9868667917%	11.3017064237%	6.83358993058%	4.19333927559%	2.60918888259%	1.64492342598%	1.04995112296%	0.678093433582%	0.442836528053%	0.292272108515%	0.194848072343%	0.131147741%	0.0890814844531%	0.0610373134216%	0.0421712347276%	0.0293692527567%	0.0206100019346%	0.0145691392986%	0.0103712517041%	0.00743273038791%	0.00536131372243%	0.00389127608886%	0.00284124920774%	0.00208654238693%	0.00154083130112%	0.00114395051144%	0.00085369441152%	0.00064027080864%	0.000482522928251%	0.000365338788533%	0.000277863303954%	0.000212256690521%	0.000162827050262%	0.000125420836013%	9.69921131834e-05%	7.52965089187e-05%	5.86726043522e-05%	4.58849854549e-05%	3.60110012431e-05%	2.8358663479e-05%	2.24068452179e-05%	1.77615236484e-05%	1.41236212144e-05%	1.12652693019e-05%	9.01221544155e-06%	7.2307309938e-06%	5.81782953524e-06%	4.69393064775e-06%	3.79733715324e-06%	3.08006235762e-06%	2.50466609301e-06%	2.04184735844e-06%	1.66860644345e-06%	1.36683719304e-06%	1.12224527429e-06%	9.23514340298e-07%	7.61661311586e-07%	6.29536390188e-07%	5.21434181772e-07%
39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	57.5%	33.6585365854%	20.0348432056%	12.1140912406%	7.43364689763%	4.62538029186%	2.91600061878%	1.86127699071%	1.20207472317%	0.78502839064%	0.518118737822%	0.345412491882%	0.232489177228%	0.157917176985%	0.108202510156%	0.0747580979262%	0.0520636753415%	0.0365359125203%	0.0258271105747%	0.0183854007481%	0.0131762038695%	0.00950414705339%	0.00689817124843%	0.00503675995917%	0.00369887059502%	0.00273147367017%	0.00202791227028%	0.00151336736588%	0.00113502552441%	0.000855381554626%	0.000647646034217%	0.00049257585701%	0.000376273224105%	0.000288647952738%	0.000222336936568%	0.00017194056428%	0.000133480174901%	0.000104010525897%	8.13415651247e-05%	6.38376840219e-05%	5.02721761672e-05%	3.97212256136e-05%	3.14863373766e-05%	2.50373285164e-05%	1.99702501262e-05%	1.59762001009e-05%	1.28181140345e-05%	1.03134250852e-05%	8.32105887556e-06%	6.73164313528e-06%	5.46011054306e-06%	4.44008989216e-06%	3.61963849904e-06%	2.95798414976e-06%	2.42302956948e-06%	1.98943480442e-06%	1.6371390578e-06%	1.35021777963e-06%	1.11599632806e-06%	9.2436059496e-07%
40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	58.5365853659%	34.8432055749%	21.0679847662%	12.9280815611%	8.04413963801%	5.07130542397%	3.23700346211%	2.09056473594%	1.36526676633%	0.901076065778%	0.600717377185%	0.404329003875%	0.27463856867%	0.188178278533%	0.13001408335%	0.090545522333%	0.0635407174267%	0.044916714043%	0.0319746099967%	0.0229151371643%	0.0165289513972%	0.0119968195625%	0.00875958253769%	0.00643281842612%	0.00475038899159%	0.0035268039483%	0.002631943245%	0.00197395743375%	0.001487620095%	0.00112634092907%	0.000856653664365%	0.000654388215835%	0.000501996439544%	0.000386672933163%	0.000299027068312%	0.000232139434611%	0.000180887871125%	0.000141463591521%	0.000111022059168%	8.74298715952e-05%	6.90803923715e-05%	5.47588476116e-05%	4.35431800285e-05%	3.47308697846e-05%	2.77846958277e-05%	2.22923722338e-05%	1.79363914525e-05%	1.44714067401e-05%	1.17072054527e-05%	9.49584442272e-06%	7.72189546463e-06%	6.2950234766e-06%	5.14432026045e-06%	4.21396446866e-06%	3.45988661638e-06%	2.84719836139e-06%	2.34820483414e-06%	1.94086317924e-06%	1.60758364341e-06%
